,Görüş,Durum,new_text
75,"Türk cimnastiğinde Cumhuriyet tarihinin ilk ve tek olimpiyat madalyasını kazanan Ferhat Arıcan, Türkiye ve dünya tarihine geçmekten büyük bir mutluluk duyduğunu söyledi. 

Arıcan, ayrıca dünya şampiyonasında madalya almadan bırakmayacağını ve erkeklerin cimnastik yapabileceğini…
Daha fazla göster",1,türk cimnastiğinde cumhuriyet tarihinin ilk tek olimpiyat madalyasını kazanan ferhat arıcan türkiye dünya tarihine geçmekten büyük bir mutluluk duyduğunu söyledi arıcan ayrıca dünya şampiyonasında madalya almadan bırakmayacağını erkeklerin cimnastik yapabileceğini… fazla göster
76,gese bu statta oynamaz Atatürk olimpiyat stadına aldırır,1,gese statta oynamaz atatürk olimpiyat stadına aldırır
77,"olimpiyat stadında yapsalar en 50 milyon tl hasılat yaparlar. 
@PendiksporK",1,olimpiyat stadında yapsalar 50 milyon tl hasılat yaparlar pendikspork
78,"Fikret Orman ın adamı anç asıl bize Hasan Arat gibi Beşiktaşın çocuğu lazım hem de olimpiyat komitesi başkanı nüfuslu bir isim hem de milli ve BJK nin basket oyuncusu , Zengin bir iş adamı ve 6 efsane kadrodan isimi takımın başına getirmeyi vaadetti!",1,fikret orman ın adamı anç asıl bize hasan arat beşiktaşın çocuğu lazım olimpiyat komitesi başkanı nüfuslu bir isim milli bjk nin basket oyuncusu zengin bir iş adamı 6 efsane kadrodan isimi takımın başına getirmeyi vaadetti
79,"#Pendik standında maç olmaz eyy 
@TFF_Org
 @Fenerbahce
 maçı olimpiyat stadında olmalıdır!",1,pendik standında maç olmaz eyy tff_org fenerbahce maçı olimpiyat stadında olmalıdır
80," Cimnastikte Türkiye'nin olimpiyat madalyalı tek sporcusu Ferhat Arıcan 

 ""100 yıl, 200 yıl sonra da 'İlk madalyamızı kim aldı?' diye sorulduğunda 'Ferhat Arıcan aldı' diye anılmak tarif edilemez bir mutluluk."" http://v.aa.com.tr/3030685",1,cimnastikte türkiye'nin olimpiyat madalyalı tek sporcusu ferhat arıcan 100 yıl 200 yıl sonra 'i̇lk madalyamızı aldı ' sorulduğunda 'ferhat arıcan aldı' anılmak tarif edilemez bir mutluluk http //v aa com tr/3030685
81," #SporKedisi :  Türk cimnastiğinin gururu Ferhat Arıcan, Cumhuriyet tarihimizin ilk ve hâlâ tek olimpiyat madalyasını kazanmanın mutluluğunu yaşıyor!  Ferhat Arıcan, Anadolu Ajansı'na verdiği röportajda, Türkiye ve dünya tarihine geçmekten büyük bir onur duyduğunu…
Daha fazla göster",1,sporkedisi türk cimnastiğinin gururu ferhat arıcan cumhuriyet tarihimizin ilk hâlâ tek olimpiyat madalyasını kazanmanın mutluluğunu yaşıyor ferhat arıcan anadolu ajansı'na verdiği röportajda türkiye dünya tarihine geçmekten büyük bir onur duyduğunu… fazla göster
82," Cumhuriyet döneminde güreşe adanmış hayat: Yaşar Doğu 

 Olimpiyat, dünya ve Avrupa şampiyonu 

 Güreşi bıraktıktan sonra antrenör oldu ve köy köy dolaşıp yetenekli gençleri keşfetti. http://v.aa.com.tr/3030713",1,cumhuriyet döneminde güreşe adanmış hayat yaşar doğu olimpiyat dünya avrupa şampiyonu güreşi bıraktıktan sonra antrenör oldu köy köy dolaşıp yetenekli gençleri keşfetti http //v aa com tr/3030713
83,Olimpiyat 30-40 dk bana ya kaçırmam,1,olimpiyat 30-40 dk bana kaçırmam
84,hayır olimpiyat altın madalyası olan daha uzun. vargas da alsın o zaman tekrar bakılır,1,hayır olimpiyat altın madalyası olan uzun vargas alsın zaman tekrar bakılır
85,Biri dünya ve olimpiyat şampiyonu,1,dünya olimpiyat şampiyonu
86,hande kadar iyi manset alan yok takimda ne boş yapıyon ag? olimpiyat elemelerinde en yuksek yüzdeli smacör ve en cok blok yapan isimdi. orta seviye oyuncunuzu güzelleyeceksiniz diye hande’yi atese atamazsiniz arkadaslar,1,hande kadar iyi manset alan yok takimda boş yapıyon ag olimpiyat elemelerinde yuksek yüzdeli smacör cok blok yapan isimdi orta seviye oyuncunuzu güzelleyeceksiniz hande’yi atese atamazsiniz arkadaslar
87,"Genç olmayı, şu yaşlarda olmayı, şöyle şeylere heyecanlanmayı o kadar özledim ki. Yaşlanmak sucks cidden. Artık herhangi bir şeye  kalmadı. Beni ancak şu saatten sonra çok aşırı para ve Türkiye’nin olimpiyat şampiyonluğu kelebeklendirebilir",1,genç olmayı yaşlarda olmayı şöyle şeylere heyecanlanmayı kadar özledim yaşlanmak sucks cidden artık herhangi bir şeye kalmadı beni ancak saatten sonra aşırı para türkiye’nin olimpiyat şampiyonluğu kelebeklendirebilir
88,Türkiye 3 - Japonya 1 Paris Olimpiyat vizesi alındı. Bravo kızlar,1,türkiye 3 - japonya 1 paris olimpiyat vizesi alındı bravo kızlar
89,Ayt'deki Fizik ve matematik sorularının neresi ezber tam olarak :D. Hatta benim girdiğim sene rusyadan olimpiyat sorusu sordular gayet de zekayla ilgisi var.,1,ayt'deki fizik matematik sorularının neresi ezber tam olarak d hatta benim girdiğim sene rusyadan olimpiyat sorusu sordular gayet zekayla ilgisi var
90,"süper kupa finalini Atatürk olimpiyat stadında oynatırdım 
#imkanolsa",1,süper kupa finalini atatürk olimpiyat stadında oynatırdım imkanolsa
91,"Türk halterinin ""Dinamo""su Halil Mutlu

3 olimpiyat, 5 dünya, 9 Avrupa şampiyonluğu bulunan ve 27 dünya rekoru kıran eski milli sporcu Halil Mutlu, 100 yıllık Cumhuriyette spor tarihine ""altın"" harflerle geçti. http://v.aa.com.tr/3029639",1,türk halterinin dinamo su halil mutlu 3 olimpiyat 5 dünya 9 avrupa şampiyonluğu bulunan 27 dünya rekoru kıran eski milli sporcu halil mutlu 100 yıllık cumhuriyette spor tarihine altın harflerle geçti http //v aa com tr/3029639
92,"Cumhuriyetimizin 100. Yıl etkinliklerinde Dünya ve Olimpiyat şampiyonu sporcumuz Halil Mutlu’yu misafir ettik. 
#ultrAslanUNI",1,cumhuriyetimizin 100 yıl etkinliklerinde dünya olimpiyat şampiyonu sporcumuz halil mutlu’yu misafir ettik ultraslanuni
93,"6 kez olimpiyat şampiyonu olan 
@schwarzenegger
 in rekorunu kırdı 8 kez mr olimpia ronnie",1,6 olimpiyat şampiyonu olan schwarzenegger in rekorunu kırdı 8 mr olimpia ronnie
94,Paraymış sebebi.5 er milyon dolar vereceklermiş takimlara...Ver olimpiyat stadına maçı doldur 80 bin taraftarı o parayı fazlasıyla çıkarırsın.Yazık oluyor.,1,paraymış sebebi 5 er milyon dolar vereceklermiş takimlara ver olimpiyat stadına maçı doldur 80 bin taraftarı parayı fazlasıyla çıkarırsın yazık oluyor
95,"#afyonkarahisar, Ayşe Yılmaz kızımızın başarıları bizi gururlandırıyor. Olimpiyat şampiyonluğu bekliyoruz. Hedefi büyük tutacak inşallah. #karete #spor ",1,afyonkarahisar ayşe yılmaz kızımızın başarıları bizi gururlandırıyor olimpiyat şampiyonluğu bekliyoruz hedefi büyük tutacak inşallah karete spor
96,Fenerbahçe yönetimi 1 maçlığına Kadıköyü dinlendirip olimpiyat stadyumumda maç yapması lazım Bilet yok Bu takımı herkes seyrettin 80 bin kişi güzel olur,1,fenerbahçe yönetimi 1 maçlığına kadıköyü dinlendirip olimpiyat stadyumumda maç yapması lazım bilet yok takımı herkes seyrettin 80 bin kişi güzel olur
97,Süşeyman sebanın işaret ettiği adam boş çıkmaz olimpiyat komitesi başkanlığı yapmış eski  basketbolcu saygın bi adam psgnin real madridin başkanlarıyla kanka  parası yok ama özyeğin sabancı gibi zenginleri listesine ekleyecek  boş bir adam değil,1,süşeyman sebanın işaret ettiği adam boş çıkmaz olimpiyat komitesi başkanlığı yapmış eski basketbolcu saygın bi adam psgnin real madridin başkanlarıyla kanka parası yok özyeğin sabancı zenginleri listesine ekleyecek boş bir adam değil
98,Bir de bence şu an Tuğba’nın olimpiyat kadrosu bileti kovalarken yarıştığı kişi Hande değil önce bunu kabullenin :)) objektif olan herkes bunu anladı yani siz de yapabilirsiniz inanıyorum ben,1,bir bence an tuğba’nın olimpiyat kadrosu bileti kovalarken yarıştığı kişi hande değil önce bunu kabullenin )) objektif olan herkes bunu anladı yapabilirsiniz inanıyorum ben
99,Cumhuriyetin ilk olimpiyat şampiyonu sporcusu: Yaşar Erkan https://aa.com.tr/tr/info/infografik/36379…,1,cumhuriyetin ilk olimpiyat şampiyonu sporcusu yaşar erkan https //aa com tr/tr/info/infografik/36379…
100,"Helal size ATATÜRK'ÜN KIZLARI sizlerle onur ve gurur duyuyor, Olimpiyat Şampiyonluğunu bekliyoruz.",1,helal size atatürk'ün kizlari sizlerle onur gurur duyuyor olimpiyat şampiyonluğunu bekliyoruz
101,Fenerbahçe bu konuda hatalı ama Vargas millinin en önemli oyuncularından biriyken olimpiyat senesinde form tutması çok önemli,1,fenerbahçe konuda hatalı vargas millinin önemli oyuncularından biriyken olimpiyat senesinde form tutması önemli
102,"“Hepsi” üyesi Yasemin Yürük’ten poledance açıklaması: ""Aslına bakarsanız olimpiyat sporu pole dans. Yurtdışında yarışmaları yapılıyor ama Türkiye’de bir türlü kabul ettiremiyoruz federasyona. Deneseniz yapamazsınız, çok zor""",1,üyesi yasemin yürük’ten poledance açıklaması aslına bakarsanız olimpiyat sporu pole dans yurtdışında yarışmaları yapılıyor türkiye’de bir türlü kabul ettiremiyoruz federasyona deneseniz yapamazsınız zor
103,Olimpiyat altınını en çok sen hakettin be kaptan. Al onu artık!,1,olimpiyat altınını sen hakettin be kaptan al onu artık
104,"Yaşadığı zorluklarla defalarca jimnastiği bırakma noktasına gelen ama pes etmeyerek ülkeye, branşın ilk olimpiyat madalyasını kazandıran Ferhat Arıcan’ın ilham veren öyküsü bu hafta SportBox’ta sizlerle! 

Videonun devamı; https://youtu.be/cTfLurop5tg?feature=shared…",1,yaşadığı zorluklarla defalarca jimnastiği bırakma noktasına gelen pes etmeyerek ülkeye branşın ilk olimpiyat madalyasını kazandıran ferhat arıcan’ın ilham veren öyküsü hafta sportbox’ta sizlerle videonun devamı; https //youtu be/ctflurop5tg feature=shared…
105,Eytan 100m olimpiyat rekoru kırdı,1,eytan 100m olimpiyat rekoru kırdı
106,"Su otobüse, metroya yetişmek için yaptığım atletik performansı , profesyonelliğe tasisam yeminle söylüyorum 5 olimpiyat madalyam vardı. #ego #egootobusleri",1,su otobüse metroya yetişmek yaptığım atletik performansı profesyonelliğe tasisam yeminle söylüyorum 5 olimpiyat madalyam vardı ego egootobusleri
107,"Cumhuriyet Döneminde Olimpiyatlarda Madalya Kazanan İlk Türk Sporcu: Ahmet Kireççi: Türkiye'ye olimpiyatlarda ilk madalyasını kazandıran isim, 1936 Berlin Olimpiyat Oyunları'nda güreşte elde ettiği bronz madalyayla adını tarihe yazdıran Ahmet Kireççi…",1,cumhuriyet döneminde olimpiyatlarda madalya kazanan i̇lk türk sporcu ahmet kireççi türkiye'ye olimpiyatlarda ilk madalyasını kazandıran isim 1936 berlin olimpiyat oyunları'nda güreşte elde ettiği bronz madalyayla adını tarihe yazdıran ahmet kireççi…
108,"Buz pateni shottrack TOHM sporcumuz Derya KARADAĞ Çekya'da yapılan Danubia Serisinde birinci olup Türkiye rekoru kırmıştır
Kıymetli sporcumuza ve annesi  Yulia KARADAĞ 'a nazik ziyaretlerinden dolayı teşekkür ederim
Sporcumuza Avrupa,Dünya ve Olimpiyat yolunda başarılar dilerim",1,buz pateni shottrack tohm sporcumuz derya karadağ çekya'da yapılan danubia serisinde birinci olup türkiye rekoru kırmıştır kıymetli sporcumuza annesi yulia karadağ 'a nazik ziyaretlerinden dolayı teşekkür ederim sporcumuza avrupa dünya olimpiyat yolunda başarılar dilerim
109,"Takım başarısız diye tribüne küsülmez. en dibi de gördük, geldiğimiz yeri unutmadan bulunduğumuz konumun tadını çıkaralım. başka Karagümrük yok. hep birlikte bu süreçten çıkarız pazartesi olimpiyat stadındayız. 

KAFANA GÖRE KARAGÜMRÜK.",1,takım başarısız tribüne küsülmez dibi gördük geldiğimiz yeri unutmadan bulunduğumuz konumun tadını çıkaralım başka karagümrük yok birlikte süreçten çıkarız pazartesi olimpiyat stadındayız kafana göre karagümrük
110,"2 kere dünya şampiyonası MVPsi
2 kere Avrupa şampiyonası MVPsi
Olimpiyat oyunları en iyi pasör çaprazı
Dkş MVPsi
2 kere Türkiye Süper kupa MVPsi ve daha bir çok balarısı var yazamayacağım ne istiyorsun tam olarak tek başına kupa mı alsın?",1,2 kere dünya şampiyonası mvpsi 2 kere avrupa şampiyonası mvpsi olimpiyat oyunları iyi pasör çaprazı dkş mvpsi 2 kere türkiye süper kupa mvpsi bir balarısı var yazamayacağım istiyorsun tam olarak tek başına kupa alsın
111,"Bence hiçbir basın mensubu ve taraftar gitmesin, hatta genç takımları gönderelim. A takımlar da burada Atatürk olimpiyat stadında hazırlık maçı adı altında oynasınlar biz de gidip orada seyredelim",1,bence hiçbir basın mensubu taraftar gitmesin hatta genç takımları gönderelim a takımlar burada atatürk olimpiyat stadında hazırlık maçı adı altında oynasınlar gidip orada seyredelim
112,Şu kulüpten kurtul Be kızım kendin için daha olimpiyat oyunlarinda en iyi smacor olucan ya,1,kulüpten kurtul be kızım kendin olimpiyat oyunlarinda iyi smacor olucan
113,"Türk atletizminin ilklere imza atan sporcusu Tuğba Danışmaz: İstanbul'da düzenlenen 2023 Avrupa Salon Atletizm Şampiyonası'nda kadınlar üç adım atlamada altın madalya kazanarak adını tarihe yazdıran milli sporcu Tuğba Danışmaz, 2024 Paris Olimpiyat… https://yazargazetesi.com.tr/turk-atletizminin-ilklere-imza-atan-sporcusu-tugba-danismaz?utm_source=dlvr.it&utm_medium=twitter…",1,türk atletizminin ilklere imza atan sporcusu tuğba danışmaz i̇stanbul'da düzenlenen 2023 avrupa salon atletizm şampiyonası'nda kadınlar üç adım atlamada altın madalya kazanarak adını tarihe yazdıran milli sporcu tuğba danışmaz 2024 paris olimpiyat… https //yazargazetesi com tr/turk-atletizminin-ilklere-imza-atan-sporcusu-tugba-danismaz utm_source=dlvr it&utm_medium=twitter…
114,"Cumhuriyet döneminde olimpiyatlarda madalya kazanan ilk Türk sporcu: Ahmet Kireççi

1936 Berlin Oyunları'na katılan Ahmet Kireççi, bronz madalya kazandı.

1948 Londra Olimpiyat Oyunları'nda altın madalya kazanan milli güreşçi, kariyerinde 3 de Balkan şampiyonluğu yaşadı.",1,cumhuriyet döneminde olimpiyatlarda madalya kazanan ilk türk sporcu ahmet kireççi 1936 berlin oyunları'na katılan ahmet kireççi bronz madalya kazandı 1948 londra olimpiyat oyunları'nda altın madalya kazanan milli güreşçi kariyerinde 3 balkan şampiyonluğu yaşadı
115," Cumhuriyet döneminde olimpiyatlarda madalya kazanan ilk Türk sporcu: ""Ahmet Kireççi""

 Türkiye'ye olimpiyatlarda ilk madalyasını kazandıran isim, 1936 Berlin Olimpiyat Oyunları'nda güreşte elde ettiği bronz madalyayla adını tarihe yazdıran Ahmet Kireççi (Mersinli Ahmet) oldu",1,cumhuriyet döneminde olimpiyatlarda madalya kazanan ilk türk sporcu ahmet kireççi türkiye'ye olimpiyatlarda ilk madalyasını kazandıran isim 1936 berlin olimpiyat oyunları'nda güreşte elde ettiği bronz madalyayla adını tarihe yazdıran ahmet kireççi (mersinli ahmet) oldu
116,9 günde 3 derbiden de 3/3’le çıkarsa direkt sezonu bitirin tüm kupaları verin gelsin olimpiyat hazırlıklarını başlayalım mesela,1,9 günde 3 derbiden 3/3’le çıkarsa direkt sezonu bitirin kupaları verin gelsin olimpiyat hazırlıklarını başlayalım mesela
117,Boskovic türk olsaydı 1 olimpiyat altınımız 2 avrupa şampiyonluğumuz ve en az 3 tane vnlimiz vardı yalnız ,1,boskovic türk olsaydı 1 olimpiyat altınımız 2 avrupa şampiyonluğumuz 3 tane vnlimiz vardı yalnız
118," TVF yönetim kurulu eski üyesi Kurtaran Mumcu:

Guidetti'yi her zaman çok takdir ederim, çok çalışkan, bu işe çok emek harcayan biri. Hataları da oldu tabii. Mesela Gizem Örge konusunda hatası olmuştu. O da bunun farkına varmıştır.

Hatta başkanla biz 2020 Apeldoorn Olimpiyat…
Daha fazla göster",1,tvf yönetim kurulu eski üyesi kurtaran mumcu guidetti'yi zaman takdir ederim çalışkan işe emek harcayan hataları oldu tabii mesela gizem örge konusunda hatası olmuştu bunun farkına varmıştır hatta başkanla 2020 apeldoorn olimpiyat… fazla göster
119,"FIVB Olimpiyat Elemeleri'nde mücadele eden Filenin Sultanları, Porto Riko'nun ardından ikinci maçında Bulgaristan'ı da 3-0 mağlup etti.",1,fivb olimpiyat elemeleri'nde mücadele eden filenin sultanları porto riko'nun ardından ikinci maçında bulgaristan'ı 3-0 mağlup etti
120, olimpiyat kupası manifesti ,1,olimpiyat kupası manifesti
121,"Hayatı; disiplin ,motivasyon ,istikrar ,aidiyet ve başarı üzerine kurulu insanlara sakın saygısızlık yapmayın!
Bazılarının içindeki aşk lavaboya fırlatılan bir yüzük misali saman ateşinden ibaret olabilir ama bazılarının ise olimpiyat meşalesi!

#vizyon #kariyer #hayat #DİSİPLİN",1,hayatı; disiplin motivasyon istikrar aidiyet başarı üzerine kurulu insanlara sakın saygısızlık yapmayın bazılarının içindeki aşk lavaboya fırlatılan bir yüzük misali saman ateşinden ibaret olabilir bazılarının olimpiyat meşalesi vizyon kariyer hayat di̇si̇pli̇n
122,"Dünya Kupası'nda kulübümüzü temsil eden Barça Kadın Futbol Takımı'nın 15 oyuncusu, Lluís Companys Olimpiyat Stadı'nda tribünleri selamladı",1,dünya kupası'nda kulübümüzü temsil eden barça kadın futbol takımı'nın 15 oyuncusu lluís companys olimpiyat stadı'nda tribünleri selamladı
123," ""Her sporcumuz her alette sürprizler yapabilir ama bizim öncelikli hedefimiz ilk 12'ye girip olimpiyat kotası almak.""

 Türkiye Cimnastik Federasyonu Başkanı Suat Çelen, 52. Artistik Cimnastik Dünya Şampiyonası öncesi açıklamalarda bulundu.",1,sporcumuz alette sürprizler yapabilir bizim öncelikli hedefimiz ilk 12'ye girip olimpiyat kotası almak türkiye cimnastik federasyonu başkanı suat çelen 52 artistik cimnastik dünya şampiyonası öncesi açıklamalarda bulundu
